NaN,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550
0.238037,1,0,0,0,1,3,6,1,1,3,4,2,7,3,3,1,6,1,1,3,0,2,0,2,1,1,0,0,0,0,1
0.241089,0,0,0,0,1,0,6,4,3,5,4,5,5,3,0,3,2,3,2,1,3,2,2,0,0,1,0,1,0,3,0
0.244141,0,0,0,0,2,1,4,12,4,9,6,6,7,2,2,1,5,3,0,0,2,1,0,1,0,0,3,1,1,0,0
0.247192,0,0,0,0,2,3,5,3,5,7,5,3,3,4,1,6,3,5,3,2,0,3,1,0,3,2,1,1,0,1,0
0.250244,0,0,0,0,1,7,5,5,5,6,3,2,10,7,4,3,2,3,2,3,4,3,0,1,1,2,0,2,0,1,0
0.253296,0,0,0,0,1,3,4,7,5,2,6,4,1,6,3,1,1,0,4,1,0,1,2,2,1,0,0,2,0,1,1
0.256348,0,0,1,0,2,6,2,5,11,6,7,4,7,2,1,3,2,1,2,1,0,3,3,0,0,2,3,0,1,2,0
0.259399,0,0,0,0,3,5,5,5,5,12,8,1,2,8,3,3,3,1,3,3,3,0,4,4,3,3,1,2,0,1,0
0.262451,0,0,0,0,0,2,5,3,2,3,4,3,2,6,8,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0
0.265503,0,0,1,0,2,3,3,5,7,10,5,5,5,3,6,4,2,1,3,0,3,1,0,0,2,1,0,2,0,0,1
0.268555,0,0,0,0,0,5,7,6,3,3,4,4,4,0,5,3,4,0,0,1,2,2,2,1,1,0,2,2,0,0,3
0.271606,0,0,0,0,1,2,2,5,5,2,5,5,5,5,2,2,4,3,3,1,0,0,1,3,1,1,0,2,0,0,0
0.274658,0,0,0,0,1,4,1,6,4,6,12,4,4,0,3,3,5,3,2,1,2,2,1,2,1,1,1,2,0,0,1
0.27771,0,0,0,0,0,2,4,6,2,6,3,8,4,8,5,4,1,3,2,2,3,2,2,2,0,3,3,0,0,0,2
0.280762,0,0,0,0,3,2,5,2,3,6,2,3,6,5,4,5,3,2,4,1,2,3,0,2,0,0,2,0,0,1,0
0.283813,0,1,0,0,0,1,5,4,2,5,3,6,4,6,6,3,9,2,1,5,0,0,1,2,1,0,1,0,0,1,0
0.286865,0,0,0,0,2,3,3,1,5,3,3,6,6,1,4,5,1,1,1,3,3,1,2,2,1,1,0,0,0,1,0
0.289917,0,0,0,0,4,0,1,4,4,4,7,7,3,6,2,2,3,2,1,2,1,0,0,2,1,1,0,0,1,1,0
0.292969,0,0,0,0,2,5,7,2,5,5,4,5,3,1,2,1,3,4,1,3,2,0,0,1,1,2,0,0,0,1,1
0.296021,0,0,0,0,3,3,7,3,4,4,9,5,1,2,2,2,1,2,3,2,3,1,1,2,0,0,0,3,2,0,1
0.299072,0,1,0,0,1,1,1,1,7,7,4,6,5,7,3,4,2,5,2,8,0,3,1,0,1,0,0,1,1,0,0
0.302124,0,0,0,0,2,1,3,6,6,9,3,8,1,9,3,5,3,3,7,1,1,1,1,0,2,1,0,0,1,2,2
0.305176,0,0,0,0,1,3,3,3,4,9,3,2,7,8,4,4,0,2,4,2,1,0,1,0,2,3,0,0,0,2,0
0.308228,0,0,0,0,4,4,4,2,2,6,5,6,0,2,2,2,2,1,0,0,4,1,1,1,1,1,0,1,0,0,0
0.311279,0,0,0,0,0,3,3,4,11,3,6,5,5,3,6,6,3,4,3,1,1,6,1,2,0,0,0,2,2,1,0
0.314331,0,0,0,0,1,1,7,4,8,4,2,2,6,0,3,2,2,5,3,1,5,2,2,0,0,1,1,2,0,0,2
0.317383,0,0,0,0,1,2,7,3,4,4,4,3,2,4,3,3,2,4,1,4,4,3,2,0,0,1,0,1,0,0,1
0.320435,0,0,0,0,1,4,5,3,7,3,5,5,3,4,3,4,1,2,3,3,0,3,3,2,0,1,1,2,1,0,1
0.323486,0,0,0,0,2,2,4,3,5,8,9,4,6,4,3,6,1,6,2,1,2,2,1,2,1,1,0,0,0,0,0
0.326538,0,0,0,0,1,2,3,4,4,4,6,6,4,6,4,2,4,4,4,1,1,0,1,2,1,0,3,1,0,0,1
0.32959,0,0,0,0,1,2,3,2,6,4,1,5,1,3,5,3,3,2,4,1,2,0,1,2,2,3,1,0,1,1,0
0.332642,0,0,0,0,0,1,1,4,3,9,6,6,4,3,2,0,2,4,4,2,0,2,3,0,1,2,1,3,1,0,2
0.335693,0,0,0,1,4,1,2,2,3,5,6,7,5,2,2,3,1,3,0,1,1,2,1,1,1,0,0,0,1,1,0
0.338745,0,0,0,0,1,7,3,6,6,5,4,4,11,8,1,4,2,4,1,1,1,1,2,1,2,1,2,0,0,0,2
0.341797,0,0,0,0,0,6,7,3,4,8,5,2,4,9,7,4,2,3,2,3,2,2,0,1,0,0,0,1,0,0,0
0.344849,0,0,0,0,1,4,5,5,4,10,3,6,3,4,7,2,6,1,3,0,2,2,0,1,0,0,2,2,1,0,0
0.3479,0,0,0,0,1,7,4,2,5,6,6,5,4,7,4,4,4,4,2,5,1,1,3,2,2,2,2,1,0,0,0
0.350952,0,0,0,0,0,6,6,3,7,3,10,7,4,5,5,2,1,2,1,1,0,0,2,2,0,1,1,0,0,0,1
0.354004,0,0,1,0,3,3,3,6,3,7,4,5,8,2,3,6,1,2,2,0,3,1,2,3,1,1,1,1,0,0,1
0.357056,0,0,0,0,1,7,4,2,8,4,6,4,7,2,1,3,3,3,3,0,3,1,1,0,1,0,4,0,0,0,0
0.360107,0,0,0,0,0,6,2,2,10,7,4,3,10,5,1,5,3,1,7,3,3,0,1,1,0,0,2,0,0,0,0
0.363159,0,0,0,0,0,3,6,1,7,2,9,6,4,7,1,7,2,0,3,2,1,1,3,1,0,1,1,0,0,1,1
0.366211,0,0,0,0,0,2,5,8,5,2,4,9,5,9,5,3,2,1,3,4,1,1,1,2,3,0,1,0,1,0,1
0.369263,0,0,0,1,0,5,4,6,4,4,2,8,2,3,3,3,5,5,1,1,2,2,1,4,0,2,0,0,0,1,0
0.372314,0,0,0,0,3,3,3,4,2,5,4,5,1,5,4,1,3,2,4,1,1,1,1,0,5,0,2,2,0,0,0
0.375366,0,0,0,0,0,3,5,4,4,6,4,4,5,1,5,2,3,2,1,1,0,4,1,2,0,4,1,0,1,3,1
0.378418,0,0,0,0,0,2,5,11,7,5,10,6,6,7,2,3,0,4,6,2,3,1,1,3,1,0,1,2,2,0,0
0.38147,1,0,0,0,2,2,8,10,3,6,5,5,7,4,4,6,7,2,1,1,1,2,2,4,0,3,1,1,1,0,0
0.384521,0,0,0,0,3,3,1,9,4,6,6,4,3,4,5,3,6,2,3,1,1,2,2,1,1,3,1,0,1,0,1
0.387573,0,0,0,0,5,3,6,3,3,6,12,6,6,4,4,4,3,6,2,2,4,1,1,1,1,1,1,0,0,1,0
0.390625,0,0,0,0,3,5,8,2,5,5,5,5,7,5,2,7,2,1,4,1,5,3,1,2,2,3,0,0,2,0,0
0.393677,0,0,0,0,3,2,4,2,3,6,10,5,4,4,4,3,3,4,1,3,0,1,3,2,2,0,1,1,1,0,0
0.396729,0,0,0,0,1,7,5,4,5,3,7,2,5,4,2,2,0,2,0,1,1,2,1,1,1,0,0,1,2,0,0
0.39978,0,0,0,0,3,3,2,1,5,5,5,7,9,7,3,5,5,3,1,1,2,0,5,4,0,0,3,0,2,1,0
0.402832,0,0,0,0,1,4,3,6,6,3,6,3,7,7,3,3,5,1,3,0,1,2,1,1,0,1,0,0,0,2,1
0.405884,0,0,0,0,1,2,6,8,6,10,6,7,1,3,6,1,2,0,3,2,1,0,0,0,0,0,0,1,1,1,0
0.408936,0,0,0,0,1,3,2,4,7,9,4,7,5,5,6,2,4,6,0,1,1,2,2,2,0,3,1,1,0,0,0
0.411987,0,0,0,0,2,1,9,6,3,4,4,2,6,4,4,2,1,2,2,0,0,0,2,3,0,1,3,1,0,0,0
0.415039,0,0,0,0,2,1,5,1,10,10,4,5,1,6,8,4,3,0,3,4,0,1,2,2,3,0,0,0,1,1,0
0.418091,0,0,0,0,2,4,2,3,4,5,5,11,1,7,3,4,4,3,1,2,2,2,2,0,3,2,0,1,0,1,0
0.421143,0,0,0,0,2,2,6,3,8,6,3,12,2,3,5,4,3,2,3,2,2,2,0,1,0,2,1,2,1,0,0
0.424194,0,0,0,0,4,5,2,4,4,6,9,6,0,6,5,5,1,0,5,0,1,1,2,1,1,0,0,0,1,4,0
0.427246,0,0,0,0,2,3,3,3,6,4,2,5,6,4,4,5,3,5,1,0,3,1,1,2,0,1,1,1,0,1,1
0.430298,0,0,0,0,1,4,1,3,6,6,4,15,6,7,6,2,1,1,2,3,3,2,1,0,0,0,0,1,2,1,0
0.43335,0,0,0,1,2,5,5,1,4,4,3,3,6,3,0,5,3,5,0,2,3,0,1,2,0,1,2,2,1,1,0
0.436401,0,0,0,0,3,3,2,2,5,2,5,7,5,5,3,5,1,3,2,3,0,2,0,1,2,2,0,1,1,0,1
0.439453,0,0,0,0,3,3,2,8,4,2,8,4,5,2,2,7,4,4,2,3,1,2,1,1,0,2,2,0,2,0,0
0.442505,0,0,0,0,2,7,4,5,5,1,5,6,6,4,6,5,2,3,2,3,2,2,0,1,5,1,1,0,3,1,0
0.445557,0,0,0,0,2,1,5,6,4,5,6,8,9,4,4,2,5,5,2,4,1,0,0,0,2,0,2,0,1,0,0
0.448608,0,0,0,0,2,5,3,6,7,3,3,3,4,0,5,3,3,0,3,0,1,0,1,2,2,2,0,1,0,0,0
0.45166,0,0,0,0,0,4,6,6,4,5,8,2,7,6,3,2,3,4,4,2,2,1,1,2,0,3,0,0,0,1,0
0.454712,0,0,0,0,2,6,3,8,7,2,5,4,9,3,4,2,6,0,0,2,1,1,2,1,0,1,0,0,1,1,0
0.457764,0,0,0,0,2,2,1,8,8,2,2,3,3,7,4,3,3,3,2,1,1,2,1,1,4,2,1,0,2,1,0
0.460815,0,0,0,0,0,4,5,3,2,5,5,7,3,6,4,3,3,0,1,2,0,5,4,1,2,1,0,0,0,0,0
0.463867,0,0,0,0,3,2,2,9,4,6,8,4,3,4,3,3,1,1,3,2,3,2,1,1,0,0,5,0,0,0,1
0.466919,0,0,0,0,1,3,8,6,3,9,6,8,3,5,3,2,3,3,3,2,3,2,1,3,2,0,2,0,2,1,0
0.469971,0,0,0,0,1,6,3,9,5,7,5,5,3,6,3,4,4,4,2,2,0,3,2,2,2,2,3,2,0,0,1
0.473022,0,0,0,0,2,4,2,4,6,7,3,7,6,2,1,1,5,4,4,1,3,1,1,0,1,0,0,1,5,0,0
0.476074,0,0,1,0,2,1,1,8,3,6,4,9,3,0,3,2,4,3,0,2,2,0,1,2,0,2,1,1,0,2,1
0.479126,0,0,0,0,0,3,4,2,9,4,4,2,6,3,5,2,5,2,1,5,2,1,2,2,0,0,0,0,0,2,0
0.482178,0,0,0,0,0,5,2,3,6,6,4,4,8,4,3,4,0,2,2,2,3,3,3,2,0,0,0,1,0,1,1
0.485229,0,0,0,0,0,3,5,7,5,5,2,3,7,8,4,3,5,5,0,1,6,3,1,3,1,0,0,1,1,0,0
0.488281,0,0,0,0,1,5,6,9,3,10,12,8,3,2,3,4,3,1,2,3,4,2,3,1,1,0,1,1,0,0,1
0.491333,0,1,0,0,3,2,4,5,4,10,4,2,4,4,4,3,3,4,0,2,0,1,0,1,0,2,0,0,0,0,1
0.494385,0,0,0,0,1,2,3,5,8,2,6,5,4,2,4,4,2,4,2,1,1,0,0,1,1,0,1,2,1,0,0
0.497437,1,0,0,0,4,3,4,9,5,2,8,3,4,5,3,4,3,4,3,3,3,1,0,3,0,0,1,2,0,0,0
0.500488,0,0,0,0,1,5,5,4,6,2,2,8,9,6,2,4,0,1,2,2,0,1,0,3,2,1,0,0,1,1,0
0.50354,0,0,1,0,3,4,6,7,3,3,5,3,4,5,4,5,2,0,2,2,1,3,0,1,1,1,1,0,1,0,1
0.506592,0,0,0,0,2,3,2,3,7,7,4,4,7,7,5,3,4,2,1,0,3,1,2,1,2,2,0,0,0,0,0
0.509644,0,0,0,0,5,6,4,4,4,5,4,6,6,9,5,4,3,4,3,3,1,0,2,2,1,1,2,1,0,1,2
0.512695,0,0,0,0,0,5,5,6,7,5,3,6,4,4,7,2,6,1,3,1,3,0,2,1,1,0,4,1,2,0,1
0.515747,0,0,0,1,1,6,7,7,6,8,10,6,4,2,3,1,1,3,3,2,3,1,3,1,2,0,1,2,0,2,0
0.518799,0,0,0,0,0,4,6,2,2,3,8,3,7,2,6,4,4,4,2,0,1,1,2,1,1,0,1,0,0,0,0
0.521851,0,0,0,1,1,3,2,4,2,10,13,5,4,8,3,3,4,2,2,3,1,5,4,0,0,0,2,0,1,0,0
0.524902,0,0,0,0,5,2,4,6,5,5,5,4,8,5,5,2,3,1,3,1,1,2,2,4,0,0,1,0,2,0,1
0.527954,0,0,1,0,0,5,7,2,10,3,8,4,4,7,6,0,2,1,2,0,0,0,1,0,1,0,0,1,0,2,0
0.531006,0,0,0,0,3,1,8,7,4,6,5,5,6,7,5,2,4,9,1,2,2,2,0,3,2,3,0,1,1,0,0
0.534058,0,0,0,0,0,1,1,4,3,5,1,7,8,3,3,4,5,0,1,1,1,0,2,0,0,0,0,1,0,1,0
0.537109,0,0,0,0,0,1,3,0,6,1,2,5,3,3,2,3,2,3,4,3,4,1,2,1,1,3,0,0,1,2,1
0.540161,0,0,0,0,1,1,3,2,5,3,5,7,11,7,4,3,2,4,0,3,3,3,1,0,0,0,0,0,1,0,4
0.543213,0,0,1,1,2,1,3,6,10,5,6,9,4,6,1,5,1,3,3,0,3,1,2,1,0,0,0,2,1,0,1
0.546265,0,0,0,0,3,7,4,3,8,7,9,5,5,4,5,6,0,2,1,3,2,5,3,1,0,1,0,0,2,0,2
0.549316,0,0,0,0,1,6,6,8,7,5,2,7,5,4,5,1,4,3,4,5,0,0,1,2,2,0,1,0,0,0,0
0.552368,0,0,0,0,2,7,1,4,6,8,8,5,5,1,6,3,3,3,4,4,2,1,0,0,1,1,0,0,1,1,0
0.55542,0,0,0,0,0,4,4,7,4,12,5,7,7,6,6,6,3,2,2,1,2,4,1,0,1,2,0,1,1,1,1
0.558472,0,0,0,0,2,3,4,6,2,3,1,6,6,4,3,6,3,3,2,5,1,2,3,2,0,2,0,1,1,1,0
0.561523,0,0,0,0,2,4,5,5,2,10,3,5,4,3,3,2,6,1,4,6,3,0,0,1,1,3,0,1,0,0,2
0.564575,0,0,0,0,5,4,2,3,4,8,4,9,3,4,2,6,6,4,2,5,1,3,1,2,0,3,2,2,1,1,0
0.567627,0,0,0,0,2,4,2,12,5,6,4,7,8,6,5,5,3,2,1,1,1,2,1,1,1,0,3,0,0,2,1
0.570679,0,0,0,0,1,5,4,5,3,2,5,5,8,8,4,4,4,1,1,4,3,0,0,1,4,0,3,0,1,0,2
0.57373,0,0,0,0,0,1,8,3,6,10,4,4,1,3,1,4,1,4,1,2,2,2,0,0,1,1,0,1,2,1,0
0.576782,0,0,0,0,4,3,3,6,5,9,7,6,6,5,2,1,1,3,3,4,1,1,2,1,0,1,0,2,0,2,1
0.579834,0,0,0,0,1,3,7,8,12,6,5,9,4,4,3,8,3,6,1,2,3,1,3,0,2,0,0,0,1,2,1
0.582886,0,0,0,0,4,4,5,3,4,8,10,5,5,3,3,3,2,2,0,1,1,0,2,1,3,1,1,0,0,1,0
0.585937,0,1,0,0,1,3,4,6,13,9,10,8,5,2,7,4,4,2,2,3,1,1,1,2,0,1,1,1,2,0,1
0.588989,0,0,1,0,1,4,3,6,7,10,7,6,1,5,2,5,6,3,4,1,1,2,1,2,1,1,2,1,2,0,1
0.592041,0,0,1,0,3,4,4,5,3,10,11,9,1,8,3,5,3,5,4,2,3,1,1,1,0,0,0,1,1,1,1
0.595093,0,0,0,0,1,3,2,5,4,6,16,6,7,3,5,2,2,1,3,2,4,1,1,2,1,1,1,1,1,0,1
0.598145,0,0,0,0,2,9,5,7,4,8,7,2,3,9,3,6,3,2,4,3,2,3,4,1,2,0,0,3,0,0,1
0.601196,0,0,0,0,2,1,1,4,6,3,1,4,2,5,6,4,3,5,3,4,1,3,2,3,2,2,0,0,0,0,1
0.604248,0,0,0,0,2,4,4,5,4,6,3,11,4,1,5,6,2,3,1,2,0,2,2,0,2,0,1,1,0,2,0
0.6073,0,0,0,0,4,3,3,4,11,5,3,4,2,10,5,7,2,5,0,3,1,2,0,2,1,2,1,3,2,0,0
0.610352,0,1,0,0,0,6,1,4,7,4,8,5,4,5,3,2,5,6,4,2,1,2,0,2,1,2,1,1,1,0,0
0.613403,0,0,0,0,1,5,3,13,7,7,4,6,3,5,2,6,4,4,0,2,4,0,1,1,1,1,1,0,2,1,1
0.616455,0,0,0,0,0,5,1,5,6,3,9,5,2,5,8,4,2,2,4,3,1,3,0,2,1,0,1,1,0,0,1
