Well	M1	N1
11.279297	5.000000	2.000000
11.291504	8.000000	3.000000
11.303711	4.000000	4.000000
11.315918	2.000000	4.000000
11.328125	6.000000	3.000000
11.340332	6.000000	5.000000
11.352539	8.000000	5.000000
11.364746	6.000000	5.000000
11.376953	3.000000	5.000000
11.389160	3.000000	3.000000
11.401367	1.000000	2.000000
11.413574	6.000000	5.000000
11.425781	9.000000	4.000000
11.437988	6.000000	4.000000
11.450195	4.000000	6.000000
11.462402	8.000000	5.000000
11.474609	3.000000	6.000000
11.486816	5.000000	5.000000
11.499023	4.000000	7.000000
11.511230	4.000000	4.000000
11.523437	5.000000	6.000000
11.535645	2.000000	9.000000
11.547852	4.000000	1.000000
11.560059	3.000000	4.000000
11.572266	8.000000	6.000000
11.584473	11.000000	4.000000
11.596680	7.000000	2.000000
11.608887	6.000000	7.000000
11.621094	2.000000	8.000000
11.633301	3.000000	8.000000
11.645508	6.000000	2.000000
11.657715	9.000000	1.000000
11.669922	2.000000	6.000000
11.682129	3.000000	4.000000
11.694336	6.000000	7.000000
11.706543	3.000000	8.000000
11.718750	2.000000	2.000000
11.730957	3.000000	7.000000
11.743164	7.000000	5.000000
11.755371	5.000000	3.000000
11.767578	6.000000	7.000000
11.779785	2.000000	5.000000
11.791992	2.000000	2.000000
11.804199	2.000000	4.000000
11.816406	4.000000	4.000000
11.828613	2.000000	5.000000
11.840820	4.000000	3.000000
11.853027	7.000000	2.000000
11.865234	7.000000	1.000000
11.877441	3.000000	5.000000
11.889648	3.000000	5.000000
11.901855	4.000000	0.000000
11.914062	4.000000	2.000000
11.926270	4.000000	7.000000
11.938477	5.000000	7.000000
11.950684	3.000000	7.000000
11.962891	7.000000	5.000000
11.975098	5.000000	2.000000
11.987305	5.000000	1.000000
11.999512	7.000000	1.000000
12.011719	6.000000	4.000000
12.023926	4.000000	3.000000
12.036133	4.000000	4.000000
12.048340	9.000000	5.000000
12.060547	3.000000	5.000000
12.072754	1.000000	6.000000
12.084961	5.000000	4.000000
12.097168	4.000000	3.000000
12.109375	4.000000	5.000000
12.121582	3.000000	5.000000
12.133789	4.000000	3.000000
12.145996	5.000000	4.000000
12.158203	6.000000	5.000000
12.170410	3.000000	5.000000
12.182617	4.000000	5.000000
12.194824	4.000000	0.000000
12.207031	7.000000	0.000000
12.219238	6.000000	4.000000
12.231445	1.000000	4.000000
12.243652	5.000000	6.000000
12.255859	4.000000	0.000000
12.268066	5.000000	2.000000
12.280273	4.000000	5.000000
12.292480	4.000000	0.000000
12.304687	3.000000	2.000000
12.316895	9.000000	5.000000
12.329102	8.000000	0.000000
12.341309	3.000000	4.000000
12.353516	3.000000	6.000000
12.365723	5.000000	5.000000
12.377930	3.000000	4.000000
12.390137	5.000000	2.000000
12.402344	8.000000	3.000000
12.414551	3.000000	5.000000
12.426758	6.000000	4.000000
12.438965	3.000000	2.000000
12.451172	1.000000	1.000000
12.463379	3.000000	3.000000
12.475586	4.000000	3.000000
12.487793	8.000000	1.000000
12.500000	3.000000	3.000000
12.512207	4.000000	3.000000
12.524414	3.000000	5.000000
12.536621	3.000000	3.000000
12.548828	0.000000	2.000000
12.561035	5.000000	3.000000
12.573242	2.000000	2.000000
12.585449	4.000000	1.000000
12.597656	1.000000	6.000000
12.609863	5.000000	5.000000
12.622070	4.000000	2.000000
12.634277	3.000000	1.000000
12.646484	4.000000	2.000000
12.658691	3.000000	1.000000
12.670898	1.000000	3.000000
12.683105	1.000000	4.000000
12.695312	6.000000	3.000000
12.707520	3.000000	3.000000
12.719727	1.000000	4.000000
12.731934	2.000000	2.000000
12.744141	2.000000	4.000000
12.756348	2.000000	4.000000
12.768555	1.000000	2.000000
12.780762	2.000000	2.000000
12.792969	1.000000	3.000000
12.805176	3.000000	1.000000
12.817383	3.000000	7.000000
12.829590	1.000000	4.000000
12.841797	3.000000	1.000000
12.854004	1.000000	2.000000
12.866211	4.000000	3.000000
12.878418	0.000000	4.000000
12.890625	1.000000	1.000000
12.902832	3.000000	3.000000
12.915039	3.000000	3.000000
12.927246	3.000000	4.000000
12.939453	4.000000	1.000000
12.951660	4.000000	3.000000
12.963867	4.000000	5.000000
12.976074	0.000000	3.000000
12.988281	2.000000	3.000000
13.000488	5.000000	2.000000
13.012695	2.000000	5.000000
13.024902	4.000000	3.000000
13.037109	4.000000	2.000000
13.049316	2.000000	3.000000
13.061523	3.000000	2.000000
13.073730	1.000000	3.000000
13.085937	2.000000	2.000000
13.098145	2.000000	2.000000
13.110352	1.000000	2.000000
13.122559	2.000000	3.000000
13.134766	2.000000	3.000000
13.146973	3.000000	5.000000
13.159180	3.000000	4.000000
13.171387	3.000000	2.000000
13.183594	4.000000	2.000000
13.195801	4.000000	4.000000
13.208008	3.000000	5.000000
13.220215	0.000000	2.000000
13.232422	2.000000	5.000000
13.244629	3.000000	2.000000
13.256836	1.000000	3.000000
13.269043	4.000000	2.000000
13.281250	2.000000	2.000000
13.293457	1.000000	3.000000
13.305664	3.000000	0.000000
13.317871	6.000000	5.000000
13.330078	1.000000	3.000000
13.342285	3.000000	0.000000
13.354492	2.000000	1.000000
13.366699	2.000000	3.000000
13.378906	5.000000	3.000000
13.391113	4.000000	1.000000
13.403320	1.000000	5.000000
13.415527	2.000000	3.000000
13.427734	5.000000	5.000000
13.439941	3.000000	2.000000
13.452148	3.000000	2.000000
13.464355	5.000000	3.000000
13.476562	3.000000	3.000000
13.488770	1.000000	0.000000
13.500977	3.000000	5.000000
13.513184	3.000000	1.000000
13.525391	1.000000	0.000000
13.537598	2.000000	1.000000
13.549805	3.000000	4.000000
13.562012	2.000000	0.000000
13.574219	3.000000	4.000000
13.586426	4.000000	6.000000
13.598633	4.000000	4.000000
13.610840	6.000000	4.000000
13.623047	3.000000	3.000000
13.635254	2.000000	2.000000
13.647461	2.000000	4.000000
13.659668	4.000000	4.000000
13.671875	2.000000	1.000000
13.684082	2.000000	2.000000
13.696289	2.000000	4.000000
13.708496	3.000000	3.000000
13.720703	1.000000	4.000000
13.732910	3.000000	0.000000
13.745117	1.000000	1.000000
13.757324	1.000000	4.000000
13.769531	3.000000	0.000000
13.781738	2.000000	1.000000
13.793945	1.000000	0.000000
13.806152	3.000000	7.000000
13.818359	4.000000	2.000000
13.830566	3.000000	3.000000
13.842773	1.000000	1.000000
13.854980	2.000000	3.000000
13.867187	2.000000	0.000000
13.879395	1.000000	4.000000
13.891602	2.000000	4.000000
13.903809	4.000000	1.000000
13.916016	6.000000	0.000000
13.928223	2.000000	2.000000
13.940430	3.000000	0.000000
13.952637	1.000000	2.000000
13.964844	2.000000	6.000000
13.977051	3.000000	0.000000
13.989258	1.000000	3.000000
14.001465	1.000000	1.000000
14.013672	3.000000	5.000000
14.025879	3.000000	0.000000
14.038086	2.000000	2.000000
14.050293	4.000000	4.000000
14.062500	5.000000	2.000000
14.074707	2.000000	1.000000
14.086914	1.000000	5.000000
14.099121	2.000000	3.000000
14.111328	2.000000	2.000000
14.123535	3.000000	2.000000
14.135742	1.000000	7.000000
14.147949	4.000000	4.000000
14.160156	2.000000	2.000000
14.172363	1.000000	2.000000
14.184570	1.000000	3.000000
14.196777	1.000000	2.000000
14.208984	1.000000	0.000000
14.221191	0.000000	0.000000
14.233398	1.000000	4.000000
14.245605	2.000000	1.000000
14.257812	4.000000	3.000000
14.270020	1.000000	3.000000
14.282227	4.000000	3.000000
14.294434	4.000000	2.000000
14.306641	5.000000	4.000000
14.318848	3.000000	1.000000
14.331055	0.000000	4.000000
14.343262	5.000000	0.000000
14.355469	0.000000	4.000000
14.367676	0.000000	6.000000
14.379883	2.000000	2.000000
14.392090	1.000000	2.000000
14.404297	1.000000	0.000000
14.416504	1.000000	1.000000
14.428711	4.000000	2.000000
14.440918	1.000000	2.000000
14.453125	3.000000	2.000000
14.465332	4.000000	2.000000
14.477539	3.000000	3.000000
14.489746	1.000000	1.000000
14.501953	3.000000	2.000000
14.514160	2.000000	1.000000
14.526367	2.000000	3.000000
14.538574	2.000000	2.000000
14.550781	1.000000	2.000000
14.562988	2.000000	5.000000
14.575195	1.000000	2.000000
14.587402	0.000000	5.000000
14.599609	2.000000	3.000000
14.611816	0.000000	4.000000
14.624023	2.000000	2.000000
14.636230	1.000000	3.000000
14.648437	2.000000	1.000000
14.660645	2.000000	1.000000
14.672852	1.000000	0.000000
14.685059	2.000000	0.000000
14.697266	3.000000	2.000000
14.709473	1.000000	1.000000
14.721680	1.000000	4.000000
14.733887	2.000000	2.000000
14.746094	2.000000	1.000000
14.758301	0.000000	4.000000
14.770508	3.000000	3.000000
14.782715	3.000000	1.000000
14.794922	3.000000	2.000000
14.807129	0.000000	1.000000
14.819336	1.000000	1.000000
14.831543	1.000000	2.000000
14.843750	1.000000	1.000000
14.855957	0.000000	3.000000
14.868164	2.000000	0.000000
14.880371	1.000000	3.000000
14.892578	2.000000	1.000000
14.904785	3.000000	0.000000
14.916992	2.000000	2.000000
14.929199	1.000000	0.000000
14.941406	2.000000	0.000000
14.953613	1.000000	1.000000
14.965820	4.000000	1.000000
14.978027	2.000000	2.000000
14.990234	2.000000	3.000000
15.002441	3.000000	1.000000
15.014648	0.000000	1.000000
15.026855	1.000000	0.000000
15.039062	2.000000	1.000000
15.051270	1.000000	2.000000
15.063477	3.000000	0.000000
15.075684	0.000000	3.000000
15.087891	1.000000	2.000000
15.100098	3.000000	2.000000
15.112305	4.000000	0.000000
15.124512	2.000000	0.000000
15.136719	1.000000	1.000000
15.148926	0.000000	0.000000
15.161133	1.000000	1.000000
15.173340	5.000000	1.000000
15.185547	2.000000	3.000000
15.197754	2.000000	1.000000
15.209961	1.000000	1.000000
15.222168	1.000000	1.000000
15.234375	2.000000	0.000000
15.246582	1.000000	2.000000
15.258789	2.000000	4.000000
15.270996	4.000000	1.000000
15.283203	2.000000	3.000000
15.295410	4.000000	1.000000
15.307617	4.000000	0.000000
15.319824	1.000000	0.000000
15.332031	1.000000	3.000000
15.344238	2.000000	0.000000
15.356445	4.000000	0.000000
15.368652	1.000000	2.000000
15.380859	3.000000	0.000000
15.393066	2.000000	0.000000
15.405273	0.000000	2.000000
15.417480	2.000000	0.000000
15.429687	2.000000	3.000000
15.441895	0.000000	3.000000
15.454102	1.000000	0.000000
15.466309	1.000000	1.000000
15.478516	2.000000	0.000000
15.490723	1.000000	1.000000
15.502930	3.000000	0.000000
15.515137	3.000000	3.000000
15.527344	4.000000	0.000000
15.539551	3.000000	2.000000
15.551758	2.000000	4.000000
15.563965	2.000000	0.000000
15.576172	1.000000	3.000000
15.588379	3.000000	2.000000
15.600586	4.000000	0.000000
15.612793	2.000000	0.000000
15.625000	2.000000	1.000000
15.637207	4.000000	3.000000
15.649414	2.000000	2.000000
15.661621	1.000000	0.000000
15.673828	2.000000	0.000000
15.686035	2.000000	2.000000
15.698242	1.000000	1.000000
15.710449	2.000000	0.000000
15.722656	5.000000	1.000000
15.734863	2.000000	2.000000
15.747070	1.000000	1.000000
15.759277	2.000000	1.000000
15.771484	0.000000	3.000000
15.783691	4.000000	4.000000
15.795898	1.000000	0.000000
15.808105	2.000000	1.000000
15.820312	0.000000	1.000000
15.832520	2.000000	1.000000
15.844727	1.000000	2.000000
15.856934	2.000000	1.000000
15.869141	5.000000	2.000000
15.881348	0.000000	4.000000
15.893555	3.000000	3.000000
15.905762	3.000000	0.000000
15.917969	1.000000	2.000000
15.930176	1.000000	3.000000
15.942383	0.000000	1.000000
15.954590	0.000000	1.000000
15.966797	1.000000	2.000000
15.979004	3.000000	2.000000
15.991211	2.000000	3.000000
16.003418	0.000000	1.000000
16.015625	0.000000	1.000000
16.027832	3.000000	3.000000
16.040039	4.000000	0.000000
16.052246	0.000000	5.000000
16.064453	2.000000	4.000000
16.076660	0.000000	2.000000
16.088867	2.000000	2.000000
16.101074	1.000000	0.000000
16.113281	1.000000	0.000000
16.125488	0.000000	1.000000
16.137695	4.000000	1.000000
16.149902	1.000000	2.000000
16.162109	1.000000	3.000000
16.174316	1.000000	2.000000
16.186523	2.000000	0.000000
16.198730	2.000000	1.000000
16.210937	3.000000	1.000000
16.223145	0.000000	0.000000
16.235352	0.000000	1.000000
16.247559	0.000000	0.000000
16.259766	1.000000	2.000000
16.271973	3.000000	3.000000
16.284180	2.000000	0.000000
16.296387	1.000000	0.000000
16.308594	1.000000	1.000000
16.320801	1.000000	3.000000
16.333008	3.000000	0.000000
16.345215	2.000000	2.000000
16.357422	2.000000	1.000000
16.369629	3.000000	0.000000
16.381836	2.000000	2.000000
16.394043	0.000000	1.000000
16.406250	0.000000	1.000000
16.418457	0.000000	0.000000
16.430664	3.000000	2.000000
16.442871	2.000000	0.000000
16.455078	0.000000	1.000000
16.467285	0.000000	0.000000
16.479492	3.000000	1.000000
16.491699	1.000000	2.000000
16.503906	1.000000	2.000000
16.516113	4.000000	1.000000
16.528320	1.000000	1.000000
16.540527	1.000000	2.000000
16.552734	2.000000	2.000000
16.564941	1.000000	1.000000
16.577148	2.000000	0.000000
16.589355	0.000000	1.000000
16.601562	2.000000	0.000000
16.613770	1.000000	0.000000
16.625977	3.000000	0.000000
16.638184	3.000000	5.000000
16.650391	2.000000	2.000000
16.662598	4.000000	1.000000
16.674805	1.000000	1.000000
16.687012	0.000000	1.000000
16.699219	1.000000	2.000000
16.711426	0.000000	0.000000
16.723633	0.000000	0.000000
16.735840	1.000000	4.000000
16.748047	2.000000	1.000000
16.760254	0.000000	1.000000
16.772461	1.000000	2.000000
16.784668	2.000000	1.000000
16.796875	1.000000	1.000000
16.809082	0.000000	2.000000
16.821289	1.000000	0.000000
16.833496	0.000000	1.000000
16.845703	3.000000	0.000000
16.857910	1.000000	1.000000
16.870117	1.000000	0.000000
16.882324	0.000000	1.000000
16.894531	1.000000	0.000000
16.906738	0.000000	0.000000
16.918945	0.000000	1.000000
16.931152	4.000000	2.000000
16.943359	0.000000	2.000000
16.955566	2.000000	0.000000
16.967773	1.000000	1.000000
16.979980	1.000000	3.000000
16.992187	0.000000	0.000000
17.004395	1.000000	1.000000
17.016602	1.000000	1.000000
17.028809	0.000000	3.000000
17.041016	0.000000	2.000000
17.053223	1.000000	2.000000
17.065430	3.000000	0.000000
17.077637	1.000000	0.000000
17.089844	0.000000	3.000000
17.102051	2.000000	0.000000
17.114258	0.000000	0.000000
17.126465	3.000000	1.000000
17.138672	1.000000	3.000000
17.150879	2.000000	0.000000
17.163086	0.000000	1.000000
17.175293	0.000000	2.000000
17.187500	1.000000	1.000000
17.199707	1.000000	0.000000
17.211914	1.000000	1.000000
17.224121	1.000000	1.000000
17.236328	1.000000	0.000000
17.248535	3.000000	0.000000
17.260742	1.000000	3.000000
17.272949	1.000000	1.000000
17.285156	0.000000	0.000000
17.297363	1.000000	0.000000
17.309570	0.000000	0.000000
17.321777	3.000000	0.000000
17.333984	1.000000	1.000000
17.346191	0.000000	0.000000
17.358398	2.000000	1.000000
17.370605	0.000000	1.000000
17.382812	0.000000	0.000000
17.395020	3.000000	1.000000
17.407227	0.000000	0.000000
17.419434	1.000000	1.000000
17.431641	0.000000	0.000000
17.443848	3.000000	3.000000
17.456055	1.000000	1.000000
17.468262	0.000000	4.000000
17.480469	0.000000	0.000000
17.492676	0.000000	0.000000
17.504883	1.000000	3.000000
17.517090	1.000000	1.000000
17.529297	1.000000	0.000000
17.541504	0.000000	1.000000
17.553711	2.000000	1.000000
17.565918	0.000000	0.000000
17.578125	2.000000	0.000000
17.590332	0.000000	0.000000
17.602539	0.000000	2.000000
17.614746	1.000000	1.000000
17.626953	0.000000	1.000000
17.639160	0.000000	1.000000
17.651367	0.000000	1.000000
17.663574	0.000000	1.000000
17.675781	0.000000	1.000000
17.687988	1.000000	1.000000
17.700195	3.000000	1.000000
17.712402	0.000000	2.000000
17.724609	0.000000	0.000000
17.736816	0.000000	3.000000
17.749023	1.000000	1.000000
17.761230	1.000000	1.000000
17.773437	1.000000	0.000000
17.785645	0.000000	0.000000
17.797852	2.000000	2.000000
17.810059	0.000000	1.000000
17.822266	0.000000	1.000000
17.834473	0.000000	2.000000
17.846680	1.000000	3.000000
17.858887	1.000000	0.000000
17.871094	0.000000	0.000000
17.883301	1.000000	0.000000
17.895508	2.000000	0.000000
17.907715	2.000000	0.000000
17.919922	0.000000	0.000000
17.932129	1.000000	0.000000
17.944336	0.000000	2.000000
17.956543	1.000000	2.000000
17.968750	3.000000	1.000000
17.980957	2.000000	0.000000
17.993164	0.000000	0.000000
18.005371	0.000000	0.000000
18.017578	3.000000	1.000000
18.029785	3.000000	2.000000
18.041992	0.000000	1.000000
18.054199	1.000000	0.000000
18.066406	1.000000	2.000000
18.078613	4.000000	2.000000
18.090820	1.000000	1.000000
18.103027	0.000000	4.000000
18.115234	3.000000	2.000000
18.127441	1.000000	1.000000
18.139648	2.000000	0.000000
18.151855	1.000000	1.000000
18.164062	0.000000	1.000000
18.176270	2.000000	0.000000
18.188477	3.000000	0.000000
18.200684	1.000000	0.000000
18.212891	2.000000	0.000000
18.225098	1.000000	1.000000
18.237305	1.000000	1.000000
18.249512	1.000000	1.000000
18.261719	1.000000	0.000000
18.273926	0.000000	0.000000
18.286133	3.000000	0.000000
18.298340	2.000000	1.000000
18.310547	2.000000	0.000000
18.322754	0.000000	1.000000
18.334961	2.000000	1.000000
18.347168	2.000000	1.000000
18.359375	0.000000	0.000000
18.371582	1.000000	0.000000
18.383789	0.000000	1.000000
18.395996	0.000000	0.000000
18.408203	1.000000	2.000000
18.420410	1.000000	0.000000
18.432617	1.000000	4.000000
18.444824	0.000000	0.000000
18.457031	1.000000	0.000000
18.469238	2.000000	0.000000
18.481445	0.000000	0.000000
18.493652	0.000000	0.000000
18.505859	0.000000	3.000000
18.518066	1.000000	0.000000
18.530273	3.000000	1.000000
18.542480	0.000000	0.000000
18.554687	1.000000	2.000000
18.566895	1.000000	1.000000
18.579102	1.000000	1.000000
18.591309	0.000000	1.000000
18.603516	1.000000	2.000000
18.615723	4.000000	0.000000
18.627930	0.000000	0.000000
18.640137	1.000000	2.000000
18.652344	0.000000	0.000000
18.664551	0.000000	1.000000
18.676758	0.000000	0.000000
18.688965	1.000000	1.000000
18.701172	1.000000	2.000000
18.713379	1.000000	0.000000
18.725586	0.000000	2.000000
18.737793	0.000000	2.000000
18.750000	0.000000	0.000000
18.762207	1.000000	2.000000
18.774414	3.000000	2.000000
18.786621	1.000000	0.000000
18.798828	1.000000	1.000000
18.811035	2.000000	0.000000
18.823242	1.000000	0.000000
18.835449	0.000000	2.000000
18.847656	0.000000	1.000000
18.859863	0.000000	2.000000
18.872070	0.000000	0.000000
18.884277	0.000000	1.000000
18.896484	1.000000	1.000000
18.908691	1.000000	0.000000
18.920898	1.000000	0.000000
18.933105	0.000000	0.000000
18.945312	0.000000	2.000000
18.957520	2.000000	1.000000
18.969727	0.000000	0.000000
18.981934	0.000000	2.000000
18.994141	0.000000	1.000000
19.006348	0.000000	0.000000
19.018555	1.000000	0.000000
19.030762	0.000000	0.000000
19.042969	1.000000	0.000000
19.055176	0.000000	0.000000
19.067383	0.000000	1.000000
19.079590	1.000000	0.000000
19.091797	1.000000	0.000000
19.104004	1.000000	0.000000
19.116211	0.000000	0.000000
19.128418	0.000000	2.000000
19.140625	2.000000	0.000000
19.152832	0.000000	2.000000
19.165039	0.000000	1.000000
19.177246	2.000000	0.000000
19.189453	1.000000	0.000000
19.201660	0.000000	1.000000
19.213867	0.000000	1.000000
19.226074	1.000000	0.000000
19.238281	0.000000	2.000000
19.250488	0.000000	0.000000
19.262695	0.000000	1.000000
19.274902	0.000000	1.000000
19.287109	0.000000	1.000000
19.299316	3.000000	0.000000
19.311523	0.000000	1.000000
19.323730	1.000000	1.000000
19.335937	1.000000	0.000000
19.348145	1.000000	2.000000
19.360352	1.000000	0.000000
19.372559	1.000000	0.000000
19.384766	1.000000	1.000000
19.396973	1.000000	0.000000
19.409180	1.000000	0.000000
19.421387	1.000000	0.000000
19.433594	0.000000	0.000000
19.445801	0.000000	0.000000
19.458008	1.000000	1.000000
19.470215	0.000000	1.000000
19.482422	3.000000	1.000000
19.494629	0.000000	0.000000
19.506836	2.000000	1.000000
19.519043	0.000000	0.000000
19.531250	0.000000	0.000000
19.543457	1.000000	0.000000
19.555664	0.000000	1.000000
19.567871	1.000000	3.000000
19.580078	1.000000	0.000000
19.592285	0.000000	1.000000
19.604492	0.000000	2.000000
19.616699	1.000000	1.000000
19.628906	3.000000	0.000000
19.641113	1.000000	0.000000
19.653320	0.000000	1.000000
19.665527	0.000000	0.000000
19.677734	1.000000	0.000000
19.689941	1.000000	0.000000
19.702148	0.000000	0.000000
19.714355	1.000000	0.000000
19.726562	0.000000	1.000000
19.738770	1.000000	0.000000
19.750977	0.000000	0.000000
19.763184	2.000000	1.000000
19.775391	0.000000	1.000000
19.787598	1.000000	0.000000
19.799805	1.000000	0.000000
19.812012	0.000000	0.000000
19.824219	0.000000	1.000000
19.836426	0.000000	0.000000
19.848633	0.000000	0.000000
19.860840	0.000000	0.000000
19.873047	0.000000	1.000000
19.885254	0.000000	3.000000
19.897461	0.000000	0.000000
19.909668	2.000000	1.000000
19.921875	0.000000	0.000000
19.934082	0.000000	1.000000
19.946289	0.000000	3.000000
19.958496	0.000000	0.000000
19.970703	0.000000	1.000000
19.982910	0.000000	0.000000
19.995117	1.000000	1.000000
20.007324	1.000000	1.000000
20.019531	0.000000	0.000000
20.031738	1.000000	2.000000
20.043945	1.000000	0.000000
20.056152	0.000000	0.000000
20.068359	1.000000	0.000000
20.080566	0.000000	1.000000
20.092773	0.000000	0.000000
20.104980	1.000000	1.000000
20.117187	0.000000	0.000000
20.129395	1.000000	1.000000
20.141602	1.000000	0.000000
20.153809	0.000000	1.000000
20.166016	0.000000	0.000000
20.178223	0.000000	2.000000
20.190430	1.000000	0.000000
20.202637	0.000000	0.000000
20.214844	2.000000	0.000000
20.227051	0.000000	0.000000
20.239258	1.000000	1.000000
20.251465	0.000000	2.000000
20.263672	1.000000	1.000000
20.275879	1.000000	0.000000
20.288086	1.000000	0.000000
20.300293	1.000000	0.000000
20.312500	1.000000	2.000000
20.324707	1.000000	0.000000
20.336914	0.000000	0.000000
20.349121	0.000000	2.000000
20.361328	0.000000	0.000000
20.373535	1.000000	2.000000
20.385742	0.000000	1.000000
20.397949	0.000000	0.000000
20.410156	1.000000	0.000000
20.422363	0.000000	1.000000
20.434570	0.000000	0.000000
20.446777	0.000000	0.000000
20.458984	1.000000	0.000000
20.471191	0.000000	1.000000
20.483398	1.000000	1.000000
20.495605	0.000000	0.000000
20.507812	2.000000	0.000000
20.520020	1.000000	0.000000
20.532227	0.000000	0.000000
20.544434	0.000000	0.000000
20.556641	1.000000	1.000000
20.568848	1.000000	0.000000
20.581055	0.000000	1.000000
20.593262	1.000000	4.000000
20.605469	0.000000	0.000000
20.617676	0.000000	1.000000
20.629883	2.000000	0.000000
20.642090	2.000000	1.000000
20.654297	0.000000	0.000000
20.666504	0.000000	1.000000
20.678711	0.000000	0.000000
20.690918	1.000000	1.000000
20.703125	0.000000	0.000000
20.715332	0.000000	1.000000
20.727539	2.000000	0.000000
20.739746	2.000000	1.000000
20.751953	0.000000	1.000000
20.764160	2.000000	1.000000
20.776367	0.000000	1.000000
20.788574	0.000000	0.000000
20.800781	1.000000	1.000000
20.812988	1.000000	0.000000
20.825195	2.000000	0.000000
20.837402	0.000000	1.000000
20.849609	0.000000	3.000000
20.861816	0.000000	0.000000
20.874023	0.000000	0.000000
20.886230	1.000000	0.000000
20.898437	0.000000	0.000000
20.910645	0.000000	0.000000
20.922852	0.000000	0.000000
20.935059	2.000000	0.000000
20.947266	0.000000	1.000000
20.959473	1.000000	0.000000
20.971680	2.000000	1.000000
20.983887	1.000000	1.000000
20.996094	0.000000	0.000000
21.008301	0.000000	0.000000
21.020508	1.000000	2.000000
21.032715	0.000000	0.000000
21.044922	1.000000	0.000000
21.057129	0.000000	1.000000
21.069336	0.000000	0.000000
21.081543	1.000000	0.000000
21.093750	0.000000	0.000000
21.105957	0.000000	1.000000
21.118164	0.000000	0.000000
21.130371	1.000000	1.000000
21.142578	0.000000	1.000000
21.154785	1.000000	1.000000
21.166992	1.000000	0.000000
21.179199	0.000000	0.000000
21.191406	0.000000	0.000000
21.203613	0.000000	0.000000
21.215820	0.000000	0.000000
21.228027	1.000000	1.000000
21.240234	1.000000	0.000000
21.252441	2.000000	0.000000
21.264648	0.000000	1.000000
21.276855	0.000000	0.000000
21.289062	0.000000	0.000000
21.301270	1.000000	1.000000
21.313477	0.000000	0.000000
21.325684	1.000000	0.000000
21.337891	0.000000	0.000000
21.350098	0.000000	0.000000
21.362305	0.000000	0.000000
21.374512	0.000000	0.000000
21.386719	0.000000	1.000000
21.398926	2.000000	0.000000
21.411133	0.000000	0.000000
21.423340	1.000000	2.000000
21.435547	0.000000	0.000000
21.447754	1.000000	1.000000
21.459961	0.000000	0.000000
21.472168	0.000000	0.000000
21.484375	0.000000	0.000000
21.496582	1.000000	0.000000
21.508789	0.000000	0.000000
21.520996	0.000000	0.000000
21.533203	0.000000	2.000000
21.545410	1.000000	1.000000
21.557617	1.000000	4.000000
21.569824	0.000000	0.000000
21.582031	0.000000	0.000000
21.594238	0.000000	0.000000
21.606445	1.000000	0.000000
21.618652	0.000000	0.000000
21.630859	1.000000	1.000000
21.643066	0.000000	0.000000
21.655273	0.000000	2.000000
21.667480	0.000000	0.000000
21.679687	2.000000	0.000000
21.691895	0.000000	0.000000
21.704102	0.000000	1.000000
21.716309	0.000000	0.000000
21.728516	0.000000	1.000000
21.740723	2.000000	0.000000
21.752930	0.000000	2.000000
21.765137	1.000000	1.000000
21.777344	0.000000	0.000000
21.789551	0.000000	0.000000
21.801758	1.000000	0.000000
21.813965	0.000000	0.000000
21.826172	1.000000	0.000000
21.838379	0.000000	0.000000
21.850586	0.000000	0.000000
21.862793	0.000000	0.000000
21.875000	1.000000	0.000000
21.887207	1.000000	1.000000
21.899414	0.000000	1.000000
21.911621	0.000000	0.000000
21.923828	1.000000	0.000000
21.936035	0.000000	1.000000
21.948242	0.000000	0.000000
21.960449	0.000000	0.000000
21.972656	1.000000	0.000000
21.984863	0.000000	0.000000
21.997070	0.000000	3.000000
22.009277	0.000000	0.000000
22.021484	0.000000	0.000000
22.033691	0.000000	0.000000
22.045898	0.000000	1.000000
22.058105	0.000000	0.000000
22.070312	1.000000	0.000000
22.082520	1.000000	0.000000
22.094727	0.000000	1.000000
22.106934	0.000000	1.000000
22.119141	0.000000	0.000000
22.131348	0.000000	0.000000
22.143555	0.000000	0.000000
22.155762	0.000000	1.000000
22.167969	0.000000	0.000000
22.180176	1.000000	3.000000
22.192383	1.000000	1.000000
22.204590	0.000000	0.000000
22.216797	2.000000	0.000000
22.229004	1.000000	0.000000
22.241211	0.000000	0.000000
22.253418	0.000000	0.000000
22.265625	0.000000	1.000000
22.277832	1.000000	1.000000
22.290039	1.000000	1.000000
22.302246	0.000000	0.000000
22.314453	0.000000	0.000000
22.326660	0.000000	0.000000
22.338867	0.000000	0.000000
22.351074	0.000000	1.000000
22.363281	1.000000	0.000000
22.375488	1.000000	1.000000
22.387695	0.000000	0.000000
22.399902	0.000000	1.000000
22.412109	0.000000	0.000000
22.424316	0.000000	0.000000
22.436523	0.000000	0.000000
22.448730	0.000000	0.000000
22.460937	1.000000	0.000000
22.473145	0.000000	0.000000
22.485352	1.000000	2.000000
22.497559	0.000000	0.000000
22.509766	2.000000	0.000000
22.521973	1.000000	1.000000
22.534180	0.000000	0.000000
22.546387	0.000000	1.000000
22.558594	1.000000	1.000000
22.570801	0.000000	2.000000
22.583008	0.000000	0.000000
22.595215	0.000000	1.000000
22.607422	0.000000	0.000000
22.619629	0.000000	0.000000
22.631836	0.000000	0.000000
22.644043	0.000000	1.000000
