Well	M1	N1
3.161621	0.000000	0.000000
3.173828	0.000000	0.000000
3.186035	0.000000	0.000000
3.198242	0.000000	0.000000
3.210449	0.000000	1.000000
3.222656	0.000000	0.000000
3.234863	0.000000	0.000000
3.247070	0.000000	0.000000
3.259277	0.000000	0.000000
3.271484	0.000000	0.000000
3.283691	0.000000	1.000000
3.295898	0.000000	0.000000
3.308105	0.000000	0.000000
3.320312	0.000000	0.000000
3.332520	0.000000	0.000000
3.344727	0.000000	0.000000
3.356934	1.000000	0.000000
3.369141	0.000000	0.000000
3.381348	0.000000	0.000000
3.393555	0.000000	0.000000
3.405762	0.000000	0.000000
3.417969	0.000000	0.000000
3.430176	0.000000	0.000000
3.442383	0.000000	0.000000
3.454590	0.000000	0.000000
3.466797	1.000000	0.000000
3.479004	0.000000	0.000000
3.491211	0.000000	0.000000
3.503418	1.000000	0.000000
3.515625	0.000000	0.000000
3.527832	0.000000	0.000000
3.540039	0.000000	0.000000
3.552246	0.000000	0.000000
3.564453	0.000000	0.000000
3.576660	0.000000	0.000000
3.588867	0.000000	0.000000
3.601074	0.000000	0.000000
3.613281	0.000000	0.000000
3.625488	0.000000	0.000000
3.637695	0.000000	0.000000
3.649902	0.000000	0.000000
3.662109	0.000000	0.000000
3.674316	0.000000	0.000000
3.686523	0.000000	0.000000
3.698730	0.000000	1.000000
3.710937	0.000000	0.000000
3.723145	0.000000	0.000000
3.735352	0.000000	0.000000
3.747559	0.000000	0.000000
3.759766	0.000000	0.000000
3.771973	0.000000	0.000000
3.784180	0.000000	0.000000
3.796387	0.000000	0.000000
3.808594	0.000000	0.000000
3.820801	0.000000	1.000000
3.833008	0.000000	0.000000
3.845215	0.000000	0.000000
3.857422	0.000000	0.000000
3.869629	0.000000	0.000000
3.881836	0.000000	0.000000
3.894043	0.000000	0.000000
3.906250	0.000000	0.000000
3.918457	0.000000	0.000000
3.930664	0.000000	0.000000
3.942871	0.000000	0.000000
3.955078	0.000000	0.000000
3.967285	1.000000	0.000000
3.979492	0.000000	0.000000
3.991699	0.000000	0.000000
4.003906	1.000000	0.000000
4.016113	0.000000	0.000000
4.028320	1.000000	0.000000
4.040527	1.000000	0.000000
4.052734	0.000000	0.000000
4.064941	0.000000	0.000000
4.077148	0.000000	0.000000
4.089355	0.000000	1.000000
4.101562	0.000000	0.000000
4.113770	0.000000	0.000000
4.125977	0.000000	0.000000
4.138184	0.000000	0.000000
4.150391	0.000000	0.000000
4.162598	0.000000	0.000000
4.174805	0.000000	0.000000
4.187012	0.000000	0.000000
4.199219	0.000000	0.000000
4.211426	0.000000	0.000000
4.223633	0.000000	0.000000
4.235840	0.000000	0.000000
4.248047	0.000000	0.000000
4.260254	0.000000	0.000000
4.272461	0.000000	0.000000
4.284668	0.000000	0.000000
4.296875	0.000000	0.000000
4.309082	0.000000	0.000000
4.321289	0.000000	0.000000
4.333496	0.000000	0.000000
4.345703	0.000000	0.000000
4.357910	0.000000	0.000000
4.370117	0.000000	0.000000
4.382324	0.000000	0.000000
4.394531	0.000000	0.000000
4.406738	0.000000	0.000000
4.418945	0.000000	0.000000
4.431152	0.000000	0.000000
4.443359	0.000000	0.000000
4.455566	0.000000	0.000000
4.467773	0.000000	1.000000
4.479980	0.000000	0.000000
4.492187	0.000000	0.000000
4.504395	0.000000	0.000000
4.516602	0.000000	0.000000
4.528809	0.000000	0.000000
4.541016	0.000000	0.000000
4.553223	0.000000	0.000000
4.565430	1.000000	0.000000
4.577637	1.000000	0.000000
4.589844	0.000000	0.000000
4.602051	0.000000	0.000000
4.614258	0.000000	0.000000
4.626465	0.000000	0.000000
4.638672	0.000000	0.000000
4.650879	0.000000	0.000000
4.663086	1.000000	0.000000
4.675293	0.000000	0.000000
4.687500	0.000000	1.000000
4.699707	0.000000	0.000000
4.711914	0.000000	1.000000
4.724121	0.000000	1.000000
4.736328	0.000000	0.000000
4.748535	1.000000	0.000000
4.760742	0.000000	0.000000
4.772949	0.000000	0.000000
4.785156	0.000000	0.000000
4.797363	0.000000	0.000000
4.809570	0.000000	0.000000
4.821777	0.000000	0.000000
4.833984	0.000000	1.000000
4.846191	0.000000	0.000000
4.858398	0.000000	0.000000
4.870605	0.000000	1.000000
4.882812	0.000000	0.000000
4.895020	0.000000	0.000000
4.907227	0.000000	0.000000
4.919434	0.000000	0.000000
4.931641	0.000000	0.000000
4.943848	0.000000	0.000000
4.956055	0.000000	0.000000
4.968262	0.000000	1.000000
4.980469	0.000000	0.000000
4.992676	0.000000	0.000000
5.004883	0.000000	0.000000
5.017090	0.000000	0.000000
5.029297	0.000000	0.000000
5.041504	0.000000	0.000000
5.053711	0.000000	1.000000
5.065918	0.000000	0.000000
5.078125	0.000000	0.000000
5.090332	0.000000	0.000000
5.102539	0.000000	0.000000
5.114746	0.000000	0.000000
5.126953	0.000000	0.000000
5.139160	0.000000	0.000000
5.151367	0.000000	0.000000
5.163574	0.000000	0.000000
5.175781	0.000000	0.000000
5.187988	0.000000	0.000000
5.200195	0.000000	0.000000
5.212402	0.000000	0.000000
5.224609	0.000000	0.000000
5.236816	0.000000	0.000000
5.249023	0.000000	0.000000
5.261230	0.000000	1.000000
5.273437	0.000000	0.000000
5.285645	0.000000	1.000000
5.297852	0.000000	0.000000
5.310059	0.000000	0.000000
5.322266	0.000000	0.000000
5.334473	0.000000	1.000000
5.346680	0.000000	0.000000
5.358887	0.000000	0.000000
5.371094	0.000000	0.000000
5.383301	0.000000	1.000000
5.395508	0.000000	0.000000
5.407715	0.000000	0.000000
5.419922	0.000000	0.000000
5.432129	0.000000	0.000000
5.444336	0.000000	0.000000
5.456543	0.000000	0.000000
5.468750	0.000000	0.000000
5.480957	0.000000	0.000000
5.493164	0.000000	0.000000
5.505371	0.000000	0.000000
5.517578	0.000000	0.000000
5.529785	0.000000	1.000000
5.541992	0.000000	1.000000
5.554199	0.000000	0.000000
5.566406	0.000000	0.000000
5.578613	0.000000	0.000000
5.590820	0.000000	0.000000
5.603027	0.000000	0.000000
5.615234	0.000000	0.000000
5.627441	0.000000	0.000000
5.639648	0.000000	0.000000
5.651855	0.000000	0.000000
5.664062	0.000000	0.000000
5.676270	0.000000	0.000000
5.688477	0.000000	0.000000
5.700684	0.000000	0.000000
5.712891	0.000000	0.000000
5.725098	0.000000	1.000000
5.737305	0.000000	0.000000
5.749512	0.000000	0.000000
5.761719	0.000000	0.000000
5.773926	0.000000	0.000000
5.786133	0.000000	0.000000
5.798340	0.000000	0.000000
5.810547	0.000000	0.000000
5.822754	0.000000	0.000000
5.834961	0.000000	0.000000
5.847168	0.000000	1.000000
5.859375	0.000000	0.000000
5.871582	0.000000	0.000000
5.883789	0.000000	0.000000
5.895996	0.000000	0.000000
5.908203	0.000000	0.000000
5.920410	0.000000	1.000000
5.932617	0.000000	1.000000
5.944824	0.000000	0.000000
5.957031	0.000000	0.000000
5.969238	0.000000	0.000000
5.981445	1.000000	0.000000
5.993652	0.000000	0.000000
6.005859	0.000000	0.000000
6.018066	0.000000	0.000000
6.030273	0.000000	0.000000
6.042480	0.000000	1.000000
6.054687	1.000000	0.000000
6.066895	0.000000	0.000000
6.079102	0.000000	1.000000
6.091309	0.000000	0.000000
6.103516	0.000000	0.000000
6.115723	1.000000	0.000000
6.127930	0.000000	0.000000
6.140137	0.000000	2.000000
6.152344	0.000000	0.000000
6.164551	0.000000	0.000000
6.176758	0.000000	0.000000
6.188965	0.000000	0.000000
6.201172	0.000000	0.000000
6.213379	0.000000	0.000000
6.225586	0.000000	0.000000
6.237793	0.000000	0.000000
6.250000	0.000000	0.000000
6.262207	0.000000	0.000000
6.274414	0.000000	1.000000
6.286621	0.000000	1.000000
6.298828	0.000000	0.000000
6.311035	1.000000	0.000000
6.323242	0.000000	0.000000
6.335449	0.000000	0.000000
6.347656	0.000000	0.000000
6.359863	0.000000	0.000000
6.372070	0.000000	0.000000
6.384277	0.000000	0.000000
6.396484	0.000000	0.000000
6.408691	0.000000	0.000000
6.420898	0.000000	0.000000
6.433105	0.000000	0.000000
6.445312	0.000000	0.000000
6.457520	0.000000	0.000000
6.469727	0.000000	1.000000
6.481934	0.000000	0.000000
6.494141	0.000000	0.000000
6.506348	0.000000	0.000000
6.518555	0.000000	0.000000
6.530762	1.000000	1.000000
6.542969	0.000000	0.000000
6.555176	0.000000	0.000000
6.567383	0.000000	0.000000
6.579590	0.000000	0.000000
6.591797	0.000000	0.000000
6.604004	0.000000	1.000000
6.616211	0.000000	0.000000
6.628418	0.000000	0.000000
6.640625	0.000000	0.000000
6.652832	0.000000	1.000000
6.665039	0.000000	0.000000
6.677246	0.000000	0.000000
6.689453	0.000000	0.000000
6.701660	0.000000	0.000000
6.713867	0.000000	0.000000
6.726074	0.000000	0.000000
6.738281	0.000000	0.000000
6.750488	0.000000	0.000000
6.762695	0.000000	0.000000
6.774902	0.000000	1.000000
6.787109	0.000000	0.000000
6.799316	0.000000	0.000000
6.811523	0.000000	0.000000
6.823730	0.000000	0.000000
6.835937	0.000000	0.000000
6.848145	0.000000	0.000000
6.860352	0.000000	0.000000
6.872559	0.000000	0.000000
6.884766	0.000000	0.000000
6.896973	0.000000	0.000000
6.909180	0.000000	0.000000
6.921387	1.000000	0.000000
6.933594	0.000000	0.000000
6.945801	0.000000	0.000000
6.958008	0.000000	0.000000
6.970215	0.000000	0.000000
6.982422	0.000000	0.000000
6.994629	0.000000	0.000000
7.006836	0.000000	0.000000
7.019043	0.000000	1.000000
7.031250	0.000000	0.000000
7.043457	0.000000	0.000000
7.055664	0.000000	0.000000
7.067871	0.000000	0.000000
7.080078	0.000000	0.000000
7.092285	0.000000	0.000000
7.104492	0.000000	0.000000
7.116699	0.000000	0.000000
7.128906	0.000000	1.000000
7.141113	0.000000	0.000000
7.153320	0.000000	0.000000
7.165527	0.000000	0.000000
7.177734	0.000000	0.000000
7.189941	0.000000	0.000000
7.202148	0.000000	0.000000
7.214355	0.000000	0.000000
7.226562	0.000000	0.000000
7.238770	0.000000	0.000000
7.250977	0.000000	1.000000
7.263184	0.000000	0.000000
7.275391	0.000000	0.000000
7.287598	0.000000	0.000000
7.299805	0.000000	0.000000
7.312012	0.000000	0.000000
7.324219	0.000000	0.000000
7.336426	0.000000	0.000000
7.348633	0.000000	0.000000
7.360840	0.000000	0.000000
7.373047	0.000000	0.000000
7.385254	0.000000	0.000000
7.397461	1.000000	0.000000
7.409668	0.000000	0.000000
7.421875	0.000000	0.000000
7.434082	0.000000	0.000000
7.446289	0.000000	0.000000
7.458496	0.000000	0.000000
7.470703	0.000000	0.000000
7.482910	0.000000	0.000000
7.495117	0.000000	0.000000
7.507324	0.000000	0.000000
7.519531	0.000000	0.000000
7.531738	0.000000	0.000000
7.543945	0.000000	0.000000
7.556152	0.000000	0.000000
7.568359	0.000000	0.000000
7.580566	0.000000	0.000000
7.592773	0.000000	0.000000
7.604980	0.000000	0.000000
7.617187	0.000000	0.000000
7.629395	0.000000	0.000000
7.641602	0.000000	0.000000
7.653809	0.000000	1.000000
7.666016	0.000000	0.000000
7.678223	0.000000	0.000000
7.690430	0.000000	0.000000
7.702637	0.000000	0.000000
7.714844	0.000000	0.000000
7.727051	0.000000	0.000000
7.739258	0.000000	0.000000
7.751465	0.000000	0.000000
7.763672	0.000000	0.000000
7.775879	0.000000	0.000000
7.788086	0.000000	0.000000
7.800293	0.000000	0.000000
7.812500	0.000000	1.000000
7.824707	0.000000	0.000000
7.836914	1.000000	0.000000
7.849121	0.000000	0.000000
7.861328	0.000000	0.000000
7.873535	0.000000	1.000000
7.885742	0.000000	0.000000
7.897949	0.000000	0.000000
7.910156	0.000000	0.000000
7.922363	0.000000	0.000000
7.934570	0.000000	1.000000
7.946777	0.000000	0.000000
7.958984	0.000000	0.000000
7.971191	0.000000	0.000000
7.983398	0.000000	0.000000
7.995605	0.000000	0.000000
8.007812	0.000000	0.000000
8.020020	0.000000	0.000000
8.032227	0.000000	0.000000
8.044434	0.000000	0.000000
8.056641	0.000000	0.000000
8.068848	0.000000	0.000000
8.081055	0.000000	0.000000
8.093262	0.000000	0.000000
8.105469	0.000000	0.000000
8.117676	0.000000	0.000000
8.129883	0.000000	0.000000
8.142090	0.000000	0.000000
8.154297	1.000000	1.000000
8.166504	0.000000	0.000000
8.178711	0.000000	0.000000
8.190918	0.000000	0.000000
8.203125	0.000000	0.000000
8.215332	0.000000	0.000000
8.227539	0.000000	0.000000
8.239746	0.000000	0.000000
8.251953	1.000000	0.000000
8.264160	0.000000	0.000000
8.276367	0.000000	1.000000
8.288574	0.000000	0.000000
8.300781	0.000000	0.000000
8.312988	0.000000	0.000000
8.325195	0.000000	0.000000
8.337402	0.000000	0.000000
8.349609	0.000000	0.000000
8.361816	0.000000	0.000000
8.374023	0.000000	0.000000
8.386230	0.000000	0.000000
8.398437	0.000000	0.000000
8.410645	0.000000	1.000000
8.422852	0.000000	0.000000
8.435059	0.000000	0.000000
8.447266	0.000000	0.000000
8.459473	0.000000	0.000000
8.471680	0.000000	0.000000
8.483887	1.000000	0.000000
8.496094	0.000000	0.000000
8.508301	0.000000	0.000000
8.520508	0.000000	0.000000
8.532715	0.000000	0.000000
8.544922	0.000000	0.000000
8.557129	0.000000	0.000000
8.569336	0.000000	0.000000
8.581543	0.000000	0.000000
8.593750	0.000000	0.000000
8.605957	0.000000	0.000000
8.618164	0.000000	0.000000
8.630371	0.000000	0.000000
8.642578	0.000000	0.000000
8.654785	0.000000	0.000000
8.666992	0.000000	0.000000
8.679199	1.000000	0.000000
8.691406	0.000000	1.000000
8.703613	0.000000	0.000000
8.715820	1.000000	0.000000
8.728027	0.000000	0.000000
8.740234	0.000000	0.000000
8.752441	0.000000	0.000000
8.764648	0.000000	0.000000
8.776855	1.000000	0.000000
8.789062	0.000000	0.000000
8.801270	0.000000	0.000000
8.813477	0.000000	0.000000
8.825684	0.000000	0.000000
8.837891	0.000000	0.000000
8.850098	0.000000	0.000000
8.862305	0.000000	0.000000
8.874512	0.000000	0.000000
8.886719	0.000000	0.000000
8.898926	0.000000	0.000000
8.911133	0.000000	0.000000
8.923340	1.000000	0.000000
8.935547	0.000000	0.000000
8.947754	0.000000	0.000000
8.959961	0.000000	0.000000
8.972168	3.000000	0.000000
8.984375	0.000000	0.000000
8.996582	0.000000	1.000000
9.008789	0.000000	1.000000
9.020996	0.000000	0.000000
9.033203	0.000000	1.000000
9.045410	1.000000	0.000000
9.057617	0.000000	0.000000
9.069824	2.000000	1.000000
9.082031	2.000000	1.000000
9.094238	1.000000	1.000000
9.106445	0.000000	1.000000
9.118652	2.000000	7.000000
9.130859	1.000000	3.000000
9.143066	8.000000	8.000000
9.155273	4.000000	4.000000
9.167480	5.000000	5.000000
9.179687	4.000000	5.000000
9.191895	2.000000	7.000000
9.204102	4.000000	8.000000
9.216309	9.000000	7.000000
9.228516	6.000000	9.000000
9.240723	12.000000	3.000000
9.252930	10.000000	6.000000
9.265137	6.000000	6.000000
9.277344	11.000000	5.000000
9.289551	10.000000	12.000000
9.301758	8.000000	6.000000
9.313965	5.000000	9.000000
9.326172	16.000000	5.000000
9.338379	12.000000	6.000000
9.350586	6.000000	8.000000
9.362793	8.000000	10.000000
9.375000	13.000000	6.000000
9.387207	7.000000	7.000000
9.399414	9.000000	13.000000
9.411621	10.000000	8.000000
9.423828	14.000000	10.000000
9.436035	5.000000	11.000000
9.448242	7.000000	7.000000
9.460449	12.000000	6.000000
9.472656	10.000000	8.000000
9.484863	9.000000	11.000000
9.497070	8.000000	9.000000
9.509277	8.000000	5.000000
9.521484	6.000000	6.000000
9.533691	12.000000	12.000000
9.545898	9.000000	6.000000
9.558105	9.000000	5.000000
9.570312	5.000000	13.000000
9.582520	12.000000	11.000000
9.594727	10.000000	11.000000
9.606934	9.000000	11.000000
9.619141	5.000000	8.000000
9.631348	14.000000	11.000000
9.643555	6.000000	6.000000
9.655762	5.000000	5.000000
9.667969	7.000000	12.000000
9.680176	7.000000	11.000000
9.692383	8.000000	14.000000
9.704590	19.000000	7.000000
9.716797	11.000000	8.000000
9.729004	6.000000	7.000000
9.741211	7.000000	14.000000
9.753418	8.000000	1.000000
9.765625	7.000000	5.000000
9.777832	10.000000	7.000000
9.790039	4.000000	8.000000
9.802246	9.000000	11.000000
9.814453	9.000000	5.000000
9.826660	9.000000	6.000000
9.838867	7.000000	11.000000
9.851074	5.000000	7.000000
9.863281	8.000000	5.000000
9.875488	3.000000	7.000000
9.887695	12.000000	2.000000
9.899902	5.000000	7.000000
9.912109	10.000000	4.000000
9.924316	6.000000	3.000000
9.936523	6.000000	6.000000
9.948730	4.000000	8.000000
9.960937	6.000000	7.000000
9.973145	3.000000	5.000000
9.985352	4.000000	11.000000
9.997559	10.000000	5.000000
10.009766	8.000000	8.000000
10.021973	5.000000	12.000000
10.034180	2.000000	9.000000
10.046387	3.000000	7.000000
10.058594	6.000000	10.000000
10.070801	3.000000	6.000000
10.083008	9.000000	5.000000
10.095215	10.000000	10.000000
10.107422	4.000000	5.000000
10.119629	6.000000	9.000000
10.131836	4.000000	6.000000
10.144043	12.000000	5.000000
10.156250	2.000000	7.000000
10.168457	7.000000	4.000000
10.180664	11.000000	5.000000
10.192871	9.000000	6.000000
10.205078	3.000000	7.000000
10.217285	5.000000	9.000000
10.229492	8.000000	8.000000
10.241699	7.000000	8.000000
10.253906	8.000000	6.000000
10.266113	7.000000	7.000000
10.278320	7.000000	5.000000
10.290527	7.000000	10.000000
10.302734	11.000000	4.000000
10.314941	3.000000	8.000000
10.327148	10.000000	6.000000
10.339355	5.000000	7.000000
10.351562	5.000000	4.000000
10.363770	3.000000	8.000000
10.375977	6.000000	10.000000
10.388184	8.000000	6.000000
10.400391	10.000000	8.000000
10.412598	7.000000	5.000000
10.424805	4.000000	9.000000
10.437012	8.000000	11.000000
10.449219	3.000000	4.000000
10.461426	12.000000	6.000000
10.473633	7.000000	4.000000
10.485840	3.000000	8.000000
10.498047	4.000000	6.000000
10.510254	4.000000	5.000000
10.522461	3.000000	6.000000
10.534668	4.000000	6.000000
10.546875	10.000000	9.000000
10.559082	8.000000	6.000000
10.571289	6.000000	6.000000
10.583496	9.000000	5.000000
10.595703	9.000000	2.000000
10.607910	6.000000	9.000000
10.620117	5.000000	7.000000
10.632324	6.000000	4.000000
10.644531	5.000000	3.000000
10.656738	6.000000	8.000000
10.668945	6.000000	9.000000
10.681152	7.000000	3.000000
10.693359	8.000000	2.000000
10.705566	4.000000	7.000000
10.717773	8.000000	6.000000
10.729980	9.000000	10.000000
10.742187	5.000000	5.000000
10.754395	7.000000	7.000000
10.766602	4.000000	6.000000
10.778809	7.000000	3.000000
10.791016	6.000000	5.000000
10.803223	3.000000	8.000000
10.815430	4.000000	10.000000
10.827637	7.000000	8.000000
10.839844	5.000000	8.000000
10.852051	3.000000	7.000000
10.864258	4.000000	8.000000
10.876465	5.000000	6.000000
10.888672	5.000000	1.000000
10.900879	6.000000	8.000000
10.913086	5.000000	7.000000
10.925293	5.000000	9.000000
10.937500	12.000000	7.000000
10.949707	7.000000	2.000000
10.961914	3.000000	6.000000
10.974121	9.000000	9.000000
10.986328	3.000000	6.000000
10.998535	8.000000	11.000000
11.010742	3.000000	9.000000
11.022949	4.000000	3.000000
11.035156	8.000000	2.000000
11.047363	4.000000	1.000000
11.059570	6.000000	1.000000
11.071777	8.000000	6.000000
11.083984	5.000000	8.000000
11.096191	4.000000	8.000000
11.108398	4.000000	7.000000
11.120605	2.000000	5.000000
11.132812	4.000000	6.000000
11.145020	6.000000	6.000000
11.157227	3.000000	8.000000
11.169434	5.000000	2.000000
11.181641	3.000000	3.000000
11.193848	3.000000	4.000000
11.206055	6.000000	1.000000
11.218262	4.000000	3.000000
11.230469	5.000000	6.000000
11.242676	3.000000	3.000000
11.254883	6.000000	5.000000
11.267090	5.000000	3.000000
